Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	EFAU004_01721	proS	1748275	1710	prolyl-tRNA synthetase	401	EFAU004_01721.fasta	
	EFAU004_01722	eep	1750052	1269	membrane-associated zinc metalloprotease	337	EFAU004_01722.fasta	
	EFAU004_01723		1751481	801	phosphatidate cytidylyltransferase	186	EFAU004_01723.fasta	
	EFAU004_01724	uppS	1752278	813	undecaprenyl diphosphate synthase	255	EFAU004_01724.fasta	
	EFAU004_01725	frr	1753285	558	ribosome recycling factor	190	EFAU004_01725.fasta	
	EFAU004_01726	pyrH	1753845	723	uridylate kinase	148	EFAU004_01726.fasta	
	EFAU004_01727	tsf	1754703	882	translation elongation factor Ts	218	EFAU004_01727.fasta	
	EFAU004_01728	rpsB	1755683	783	30S ribosomal protein S2	162	EFAU004_01728.fasta	
	EFAU004_01729		1756824	480	arginine repressor protein	123	EFAU004_01729.fasta	
	EFAU004_01730		1757520	1092	2-aminoethylphosphonate--pyruvate transaminase	357	EFAU004_01730.fasta	
	EFAU004_01732		1758736	546	Phosphonoacetaldehyde hydrolase	118	EFAU004_01732.fasta	
	EFAU004_01733	argS	1759735	1692	arginyl-tRNA synthetase	354	EFAU004_01733.fasta	
	EFAU004_01734	arcC	1761846	948	Carbamate kinase	226	EFAU004_01734.fasta	
	EFAU004_01735	arcB	1762908	1020	ornithine carbamoyltransferase	230	EFAU004_01735.fasta	
	EFAU004_01736	arcA	1764018	1230	arginine deiminase	215	EFAU004_01736.fasta	
	EFAU004_01737		1765708	702	cyclic nucleotide-binding domain-containing protein	143	EFAU004_01737.fasta	
	EFAU004_01738	gcp	1767018	1017	O-sialoglycoprotein endopeptidase	238	EFAU004_01738.fasta	
	EFAU004_01739		1768031	465	ribosomal-protein-alanine acetyltransferase	129	EFAU004_01739.fasta	
	EFAU004_01741	yeaZ	1769028	825	hypothetical protein	204	EFAU004_01741.fasta	
	EFAU004_01742		1769941	981	LacI family transcriptional regulator	285	EFAU004_01742.fasta	
	EFAU004_01743		1770945	1485	galactose-1-phosphate uridylyltransferase	337	EFAU004_01743.fasta	
	EFAU004_01744		1772441	990	UDP-glucose 4-epimerase	202	EFAU004_01744.fasta	
	EFAU004_01745		1773678	168	hypothetical protein	95	EFAU004_01745.fasta	
	EFAU004_01746		1773907	1812	hypothetical protein	474	EFAU004_01746.fasta	
	EFAU004_01748		1776243	396	rhodanese family protein	82	EFAU004_01748.fasta	
	EFAU004_01749		1776656	963	glucokinase	208	EFAU004_01749.fasta	
	EFAU004_01750		1777618	213	hypothetical protein	52	EFAU004_01750.fasta	
	EFAU004_01751		1777851	699	peptidase, S54 family protein	187	EFAU004_01751.fasta	
	EFAU004_01752		1778569	543	5-formyltetrahydrofolate cyclo-ligase	150	EFAU004_01752.fasta	
	EFAU004_01754	fhuB	1780244	990	ferrichrome transport system permease FhuB	344	EFAU004_01754.fasta	
	EFAU004_01755	fhuC	1781230	807	ferrichrome transport ATP-binding protein FhuC	221	EFAU004_01755.fasta	
	EFAU004_01756		1782202	957	periplasmic binding protein	291	EFAU004_01756.fasta	
	EFAU004_01757	dfrD	1783235	519	Dihydrofolate reductase	160	EFAU004_01757.fasta	
	EFAU004_01758		1783841	150	50S ribosomal protein L33	49	EFAU004_01758.fasta	
	EFAU004_01761		1786370	1896	asparagine synthetase B	332	EFAU004_01761.fasta	
	EFAU004_01767		1793035	567	TetR family transcriptional regulator	147	EFAU004_01767.fasta	
	EFAU004_01768		1793857	1332	hypothetical protein	479	EFAU004_01768.fasta	
	EFAU004_01770		1795596	420	hypothetical protein	150	EFAU004_01770.fasta	
	EFAU004_01771		1796016	345	carboxymuconolactone decarboxylase family protein	98	EFAU004_01771.fasta	
	EFAU004_01773		1797775	597	hypothetical protein	108	EFAU004_01773.fasta	
	EFAU004_01774		1798495	1800	glycerophosphodiester phosphodiesterase family protein	431	EFAU004_01774.fasta	
	EFAU004_01775		1800393	111	hypothetical protein	48	EFAU004_01775.fasta	
	EFAU004_01776		1800572	213	hypothetical protein	76	EFAU004_01776.fasta	
	EFAU004_01777		1801246	150	hypothetical protein	49	EFAU004_01777.fasta	
	EFAU004_01782		1805331	387	hypothetical protein	145	EFAU004_01782.fasta	
	EFAU004_01783	pgi	1806025	1347	glucose-6-phosphate isomerase	280	EFAU004_01783.fasta	
	EFAU004_01784		1807483	1350	NADP-specific glutamate dehydrogenase	319	EFAU004_01784.fasta	
	EFAU004_01785		1808949	1254	hypothetical protein	326	EFAU004_01785.fasta	
	EFAU004_01786		1810273	486	hypothetical protein	161	EFAU004_01786.fasta	
	EFAU004_01787		1810781	759	3-dehydroquinate dehydratase	188	EFAU004_01787.fasta	
	EFAU004_01788		1811555	1179	SAM-dependent methyltransferase	414	EFAU004_01788.fasta	
	EFAU004_01789		1812963	2121	sulfatase	491	EFAU004_01789.fasta	
	EFAU004_01790		1815306	726	hypothetical protein	248	EFAU004_01790.fasta	
	EFAU004_01792		1816600	1449	sensor histidine kinase	334	EFAU004_01792.fasta	
	EFAU004_01793		1818048	717	response regulator receiver domain-containing protein	215	EFAU004_01793.fasta	
	EFAU004_01795		1819239	774	HAD superfamily hydrolase	227	EFAU004_01795.fasta	
	EFAU004_01799		1824762	261	hypothetical protein	104	EFAU004_01799.fasta	
	EFAU004_01800		1825207	498	GAF domain-containing protein	208	EFAU004_01800.fasta	
	EFAU004_01801		1825834	711	alpha-acetolactate decarboxylase	219	EFAU004_01801.fasta	
	EFAU004_01802		1826557	1665	acetolactate synthase	412	EFAU004_01802.fasta	
	EFAU004_01869	rplS	1894641	348	50S ribosomal protein L19	112	EFAU004_01869.fasta	
	EFAU004_01870	trmD	1895124	762	tRNA (guanine-N1)-methyltransferase	176	EFAU004_01870.fasta	
	EFAU004_01873		1897482	252	RNA-binding protein	81	EFAU004_01873.fasta	
	EFAU004_01874	rpsP	1897745	276	30S ribosomal protein S16	62	EFAU004_01874.fasta	
	EFAU004_01876		1898906	522	riboflavin biosynthesis protein RibD protein	202	EFAU004_01876.fasta	
	EFAU004_01877		1899431	579	DNA-3-methyladenine glycosylase I	186	EFAU004_01877.fasta	
	EFAU004_01878		1900121	1419	signal recognition particle protein	330	EFAU004_01878.fasta	
	EFAU004_01880		1901858	504	hypothetical protein	169	EFAU004_01880.fasta	
	EFAU004_01881		1902492	705	response regulator receiver domain-containing protein	178	EFAU004_01881.fasta	
	EFAU004_01882		1903193	1737	sensory box histidine kinase	368	EFAU004_01882.fasta	
	EFAU004_01886		1910848	891	phosphate-binding protein	247	EFAU004_01886.fasta	
	EFAU004_01888		1912624	366	hypothetical protein	132	EFAU004_01888.fasta	
	EFAU004_01906		1928203	570	hypothetical protein	148	EFAU004_01906.fasta	
	EFAU004_01907		1928846	324	hypothetical protein	127	EFAU004_01907.fasta	
	EFAU004_01908		1929323	813	hypothetical protein	282	EFAU004_01908.fasta	
	EFAU004_01909		1930489	849	ATPase family protein	323	EFAU004_01909.fasta	
	EFAU004_01915	copA	1936887	2187	copper-translocating P-type ATPase	610	EFAU004_01915.fasta	
	EFAU004_01916	copZ	1939073	210	copper chaperone CopZ	83	EFAU004_01916.fasta	
	EFAU004_01925	asnS	1949304	1299	asparaginyl-tRNA synthetase	330	EFAU004_01925.fasta	
	EFAU004_01926		1950642	1191	aspartate aminotransferase	405	EFAU004_01926.fasta	
	EFAU004_01927		1951853	504	hypothetical protein	214	EFAU004_01927.fasta	
	EFAU004_01928		1952427	2790	DnaQ family exonuclease/DinG family helicase	779	EFAU004_01928.fasta	
	EFAU004_01929	cspLA	1955363	201	major cold shock protein CspA	73	EFAU004_01929.fasta	
	EFAU004_01930		1955848	165	hypothetical protein	99	EFAU004_01930.fasta	
	EFAU004_01932		1956838	1119	hypothetical protein	531	EFAU004_01932.fasta	
	EFAU004_01933		1958189	123	hypothetical protein	61	EFAU004_01933.fasta	
	EFAU004_01934		1958427	1308	D-alanyl-D-alanine carboxypeptidase	492	EFAU004_01934.fasta	
	EFAU004_01935		1959855	1200	hypothetical protein	492	EFAU004_01935.fasta	
	EFAU004_01936		1961081	1269	voltage-gated chloride channel family protein	538	EFAU004_01936.fasta	
	EFAU004_01938		1963569	504	HD domain-containing protein	202	EFAU004_01938.fasta	
	EFAU004_01939		1964195	765	RNA methyltransferase	360	EFAU004_01939.fasta	
	EFAU004_01940	acyP	1965067	276	acylphosphatase	151	EFAU004_01940.fasta	
	EFAU004_01988	glyS	2011245	2076	glycyl-tRNA synthetase subunit beta	678	EFAU004_01988.fasta	
	EFAU004_01989	glyQ	2013322	918	glycyl-tRNA synthetase subunit alpha	395	EFAU004_01989.fasta	
	EFAU004_01990	recO	2014623	813	DNA repair protein RecO	387	EFAU004_01990.fasta	
	EFAU004_01991	era	2015578	900	GTP-binding protein Era	350	EFAU004_01991.fasta	
	EFAU004_01993		2016871	462	Putative metalloprotease	153	EFAU004_01993.fasta	
	EFAU004_01994		2017364	2193	HD domain-containing protein	609	EFAU004_01994.fasta	
	EFAU004_01995		2019580	972	KH domain-containing protein	379	EFAU004_01995.fasta	
	EFAU004_01996		2021257	1380	branched-chain amino acid transport system II carrier protein	419	EFAU004_01996.fasta	
	EFAU004_01997		2022790	447	Glutamyl-tRNA(Gln) amidotransferase subunit E	155	EFAU004_01997.fasta	
	EFAU004_01998		2023263	177	30S ribosomal protein S21	66	EFAU004_01998.fasta	
	EFAU004_02000		2024121	861	Putative phosphotransferase	366	EFAU004_02000.fasta	
	EFAU004_02001		2025073	294	ArsR family transcriptional regulator	100	EFAU004_02001.fasta	
	EFAU004_02002		2025438	1728	phosphoglucomutase/phosphomannomutase family protein	537	EFAU004_02002.fasta	
	EFAU004_02003		2027379	927	thioredoxin reductase	277	EFAU004_02003.fasta	
	EFAU004_02004		2028450	1434	6-phospho-beta-glucosidase	441	EFAU004_02004.fasta	
	EFAU004_02005		2029883	1404	alpha-galactosidase	474	EFAU004_02005.fasta	
	EFAU004_02006		2031517	903	phosphosugar-binding transcriptional regulator	329	EFAU004_02006.fasta	
	EFAU004_02007		2032459	171	PTS system beta-glucoside-specific transporter subunit IIABC	102	EFAU004_02007.fasta	
	EFAU004_02010		2035615	1785	ABC transporter ATP-binding protein	523	EFAU004_02010.fasta	
	EFAU004_02011		2037399	1752	Multidrug resistance-like ATP-binding protein mdlA	509	EFAU004_02011.fasta	
	EFAU004_02012		2039292	225	hypothetical protein	86	EFAU004_02012.fasta	
	EFAU004_02013		2039767	1587	metal ion transporter	422	EFAU004_02013.fasta	
	EFAU004_02014		2041419	1776	hypothetical protein	550	EFAU004_02014.fasta	
	EFAU004_02015	nfo	2043407	903	endonuclease IV	253	EFAU004_02015.fasta	
	EFAU004_02016		2044588	2346	glycosyl transferase family protein	567	EFAU004_02016.fasta	
	EFAU004_02017	ccpA	2047270	1002	catabolite control protein A	308	EFAU004_02017.fasta	
	EFAU004_02018		2048481	1107	Xaa-Pro dipeptidase	349	EFAU004_02018.fasta	
	EFAU004_02020		2050251	441	hypothetical protein	151	EFAU004_02020.fasta	
	EFAU004_02021		2050816	939	UTP-glucose-1-phosphate uridylyltransferase	262	EFAU004_02021.fasta	
	EFAU004_02022		2051769	1026	glycerol-3-phosphate dehydrogenase	366	EFAU004_02022.fasta	
	EFAU004_02023	lgt	2052838	831	prolipoprotein diacylglyceryl transferase	276	EFAU004_02023.fasta	
	EFAU004_02024	hprK	2053683	939	HPr kinase/phosphorylase	234	EFAU004_02024.fasta	
	EFAU004_02025		2054788	351	hypothetical protein	126	EFAU004_02025.fasta	
	EFAU004_02027		2055755	1569	hypothetical protein	451	EFAU004_02027.fasta	
	EFAU004_02028		2057423	768	YibE/F-like protein	304	EFAU004_02028.fasta	
	EFAU004_02030	phoU	2059456	678	phosphate transport system regulatory protein PhoU	160	EFAU004_02030.fasta	
	EFAU004_02031	pstB1	2060146	759	phosphate ABC transporter ATP-binding protein	186	EFAU004_02031.fasta	
	EFAU004_02032	pstB2	2060920	807	phosphate ABC transporter ATP-binding protein	255	EFAU004_02032.fasta	
	EFAU004_02033	pstA	2061741	885	phosphate ABC transporter permease PstA	218	EFAU004_02033.fasta	
	EFAU004_02034	pstC	2062625	921	phosphate ABC transporter permease PstC	294	EFAU004_02034.fasta	
	EFAU004_02035		2063660	858	phosphate binding protein	214	EFAU004_02035.fasta	
	EFAU004_02036		2064854	1449	cardiolipin synthetase	396	EFAU004_02036.fasta	
	EFAU004_02037		2066454	894	efflux ABC transporter permease	224	EFAU004_02037.fasta	
	EFAU004_02039	prfB	2068122	984	peptide chain release factor 2	259	EFAU004_02039.fasta	
	EFAU004_02040	secA	2069349	2535	Preprotein translocase subunit SecA	443	EFAU004_02040.fasta	
	EFAU004_02041		2072105	552	ribosomal subunit interface protein	190	EFAU004_02041.fasta	
	EFAU004_02044		2074894	321	PTS system cellobiose-specific transporter subunit IIB	134	EFAU004_02044.fasta	
	EFAU004_02045		2075322	288	hypothetical protein	101	EFAU004_02045.fasta	
	EFAU004_02046		2075736	645	hypothetical protein	262	EFAU004_02046.fasta	
	EFAU004_02047		2076440	708	GntR family transcriptional regulator	188	EFAU004_02047.fasta	
	EFAU004_02048		2077367	171	hypothetical protein	90	EFAU004_02048.fasta	
	EFAU004_02049		2077908	237	hypothetical protein	153	EFAU004_02049.fasta	
	EFAU004_02052		2079878	297	hypothetical protein	132	EFAU004_02052.fasta	
	EFAU004_02053		2080309	177	hypothetical protein	54	EFAU004_02053.fasta	
	EFAU004_02054	murA2	2080498	1302	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	328	EFAU004_02054.fasta	
	EFAU004_02055		2081896	231	membrane protein	111	EFAU004_02055.fasta	
	EFAU004_02056	atpC	2082595	423	ATP synthase F1 subunit epsilon	83	EFAU004_02056.fasta	
	EFAU004_02057	atpD	2083031	1407	ATP synthase F1 subunit beta	251	EFAU004_02057.fasta	
	EFAU004_02058	atpG	2084460	903	ATP synthase F1 subunit gamma	200	EFAU004_02058.fasta	
	EFAU004_02059	atpA	2085376	1557	ATP synthase F1 subunit alpha	346	EFAU004_02059.fasta	
	EFAU004_02060	atpH	2086955	543	ATP synthase F1 subunit delta	120	EFAU004_02060.fasta	
	EFAU004_02062	atpE	2088099	216	ATP synthase F0 subunit C	44	EFAU004_02062.fasta	
	EFAU004_02063	atpB	2088367	720	ATP synthase subunit C	178	EFAU004_02063.fasta	
	EFAU004_02064	smpB	2089388	465	SsrA-binding protein	167	EFAU004_02064.fasta	
	EFAU004_02065		2089874	2358	ribonuclease R	559	EFAU004_02065.fasta	
	EFAU004_02066		2092234	756	carboxylesterase	246	EFAU004_02066.fasta	
	EFAU004_02067		2093092	237	preprotein translocase subunit SecG	59	EFAU004_02067.fasta	
	EFAU004_02068		2093446	279	GNAT family acetyltransferase	161	EFAU004_02068.fasta	
	EFAU004_02069		2093837	969	hypothetical protein	377	EFAU004_02069.fasta	
	EFAU004_02070		2095088	975	inosine-uridine preferring nucleoside hydrolase	310	EFAU004_02070.fasta	
	EFAU004_02073	eno	2098248	1299	enolase	327	EFAU004_02073.fasta	
	EFAU004_02074	tpiA	2099662	756	triosephosphate isomerase	281	EFAU004_02074.fasta	
	EFAU004_02075	pgk	2100521	1191	phosphoglycerate kinase	272	EFAU004_02075.fasta	
	EFAU004_02076		2101821	1002	glyceraldehyde-3-phosphate dehydrogenase	168	EFAU004_02076.fasta	
	EFAU004_02077		2102863	1038	SorC family transcriptional regulator	269	EFAU004_02077.fasta	
	EFAU004_02078		2104103	1335	RNA polymerase factor sigma-54	373	EFAU004_02078.fasta	
	EFAU004_02080		2106731	900	hypothetical protein	279	EFAU004_02080.fasta	
	EFAU004_02081		2107647	507	ECF subfamily RNA polymerase sigma-70 region 2	198	EFAU004_02081.fasta	
	EFAU004_02083		2109038	438	hypothetical protein	130	EFAU004_02083.fasta	
	EFAU004_02085		2110452	1368	HD domain-containing protein	315	EFAU004_02085.fasta	
	EFAU004_02086		2111838	810	HAD superfamily hydrolase	205	EFAU004_02086.fasta	
	EFAU004_02087		2112690	444	NUDIX family hydrolase	192	EFAU004_02087.fasta	
	EFAU004_02088		2113267	372	lactoylglutathione lyase	111	EFAU004_02088.fasta	
	EFAU004_02092	ntpJ	2117235	1356	V-type sodium ATP synthase subunit J	394	EFAU004_02092.fasta	
	EFAU004_02093	ntpD	2118620	636	V-type ATP synthase subunit D	166	EFAU004_02093.fasta	
	EFAU004_02095	ntpA	2120631	1782	V-type ATP synthase subunit A	346	EFAU004_02095.fasta	
	EFAU004_02097	ntpC	2122735	987	V-type ATPase subunit C	206	EFAU004_02097.fasta	
	EFAU004_02098		2123736	585	V-type ATPase subunit E	188	EFAU004_02098.fasta	
	EFAU004_02099	ntpK	2124341	471	V-type ATP synthase subunit K	139	EFAU004_02099.fasta	
	EFAU004_02100	ntpI	2124830	2004	V-type ATP synthase subunit I	450	EFAU004_02100.fasta	
	EFAU004_02102		2127489	720	glutamine amidotransferase	204	EFAU004_02102.fasta	
	EFAU004_02103		2128507	1899	fructose-1,6-bisphosphatase	476	EFAU004_02103.fasta	
	EFAU004_02104	traL	2130568	1263	putative type IV conjugative transfer system protein TraL	307	EFAU004_02104.fasta	
	EFAU004_02106	uvrC	2132867	1779	excinuclease ABC subunit C	396	EFAU004_02106.fasta	
	EFAU004_02107		2134827	315	thioredoxin	55	EFAU004_02107.fasta	
	EFAU004_02108		2135228	2361	recombination and DNA strand exchange inhibitor protein	498	EFAU004_02108.fasta	
	EFAU004_02109		2137703	549	CvpA family protein	168	EFAU004_02109.fasta	
	EFAU004_02110		2138309	438	cell division protein ZapA	114	EFAU004_02110.fasta	
	EFAU004_02111		2138948	918	ribonuclease HIII	297	EFAU004_02111.fasta	
	EFAU004_02112		2140121	912	N-acetylmuramoyl-L-alanine amidase	288	EFAU004_02112.fasta	
	EFAU004_02114		2142033	669	ABC transporter ATP-binding protein	207	EFAU004_02114.fasta	
	EFAU004_02115		2142716	1071	efflux ABC transporter permease	262	EFAU004_02115.fasta	
	EFAU004_02121		2150870	681	hypothetical protein	226	EFAU004_02121.fasta	
	EFAU004_02122		2151834	1104	L-lactate oxidase	279	EFAU004_02122.fasta	
	EFAU004_02123		2153566	471	hypothetical protein	155	EFAU004_02123.fasta	
	EFAU004_02124	mleA	2154366	1641	malic enzyme, NAD binding domain protein	273	EFAU004_02124.fasta	
	EFAU004_02125		2156160	1323	CCS family citrate carrier protein	355	EFAU004_02125.fasta	
	EFAU004_02127		2158046	837	Sulfite exporter TauE/SafE	300	EFAU004_02127.fasta	
	EFAU004_02164		2186217	306	hypothetical protein	81	EFAU004_02164.fasta	
	EFAU004_02165		2186547	432	Holliday junction resolvase-like protein	99	EFAU004_02165.fasta	
	EFAU004_02166		2186975	267	hypothetical protein	61	EFAU004_02166.fasta	
	EFAU004_02167		2187496	726	hypothetical protein	262	EFAU004_02167.fasta	
	EFAU004_02168		2188769	753	hypothetical protein	172	EFAU004_02168.fasta	
	EFAU004_02169		2189537	480	hypothetical protein	122	EFAU004_02169.fasta	
	EFAU004_02173		2193783	837	membrane protein	185	EFAU004_02173.fasta	
	EFAU004_02175		2196413	930	putative permease	244	EFAU004_02175.fasta	
	EFAU004_02176		2197534	354	thioredoxin domain-containing protein	109	EFAU004_02176.fasta	
	EFAU004_02177	rex1	2197961	657	redox-sensitive transcriptional regulator	148	EFAU004_02177.fasta	
	EFAU004_02178		2198843	1935	ABC transporter ATP-binding protein	383	EFAU004_02178.fasta	
	EFAU004_02186		2209499	1614	pyridine nucleotide-disulfide oxidoreductase	410	EFAU004_02186.fasta	
	EFAU004_02188	hflX	2212750	1230	GTP-binding protein HflX	283	EFAU004_02188.fasta	
	EFAU004_02189		2213981	918	tRNA dimethylallyltransferase	204	EFAU004_02189.fasta	
	EFAU004_02190		2214902	738	glycerophosphodiester phosphodiesterase family protein	209	EFAU004_02190.fasta	
	EFAU004_02191		2215730	528	hypothetical protein	108	EFAU004_02191.fasta	
	EFAU004_02192	clpP	2216437	594	ATP-dependent Clp protease proteolytic subunit	76	EFAU004_02192.fasta	
	EFAU004_02193		2217134	486	Carbonic anhydrase/acetyltransferase	126	EFAU004_02193.fasta	
	EFAU004_02194		2217772	198	hypothetical protein	104	EFAU004_02194.fasta	
	EFAU004_02195		2218064	1761	ABC transporter ATP-binding protein/permease	281	EFAU004_02195.fasta	
	EFAU004_02196		2219821	1731	ABC transporter ATP-binding protein/permease	275	EFAU004_02196.fasta	
	EFAU004_02197		2221944	213	hypothetical protein	44	EFAU004_02197.fasta	
	EFAU004_02198	rnjA	2222158	1680	Ribonuclease J 1	309	EFAU004_02198.fasta	
	EFAU004_02199	cspE	2224091	201	major cold shock protein CspE	49	EFAU004_02199.fasta	
	EFAU004_02202		2225831	1314	Folylpolyglutamate synthase	274	EFAU004_02202.fasta	
	EFAU004_02203	valS	2227454	2646	valyl-tRNA synthetase	406	EFAU004_02203.fasta	
	EFAU004_02204	rex2	2230492	648	redox-sensing transcriptional repressor Rex	184	EFAU004_02204.fasta	
	EFAU004_02205	thiI	2231712	1212	thiamine biosynthesis protein ThiI	254	EFAU004_02205.fasta	
	EFAU004_02206		2232939	1143	class V aminotransferase	222	EFAU004_02206.fasta	
	EFAU004_02207	ezrA	2234246	1722	septation ring formation regulator EzrA	306	EFAU004_02207.fasta	
	EFAU004_02209		2236752	840	HAD superfamily hydrolase	205	EFAU004_02209.fasta	
	EFAU004_02210		2237625	834	hypothetical protein	201	EFAU004_02210.fasta	
	EFAU004_02211		2238690	969	L-asparaginase	234	EFAU004_02211.fasta	
	EFAU004_02212		2239813	738	Acyl-ACP thioesterase	174	EFAU004_02212.fasta	
	EFAU004_02213		2240566	834	Fructosamine kinase	227	EFAU004_02213.fasta	
	EFAU004_02214		2241601	1329	Aminopeptidase C	286	EFAU004_02214.fasta	
	EFAU004_02221		2252779	363	hypothetical protein	84	EFAU004_02221.fasta	
	EFAU004_02222		2253215	381	general stress protein 13	77	EFAU004_02222.fasta	
	EFAU004_02223		2253677	1176	class II aminotransferase	276	EFAU004_02223.fasta	
	EFAU004_02224		2254929	585	cyclophilin type peptidyl-prolyl cis-trans isomerase	117	EFAU004_02224.fasta	
	EFAU004_02225		2255714	999	ferredoxin--NADP reductase	197	EFAU004_02225.fasta	
	EFAU004_02226	yutG	2256824	510	phosphatidylglycerophosphatase A	118	EFAU004_02226.fasta	
	EFAU004_02227		2257363	660	integral membrane protein	223	EFAU004_02227.fasta	
	EFAU004_02228		2258024	765	HAD superfamily hydrolase	192	EFAU004_02228.fasta	
	EFAU004_02229		2258796	678	hypothetical protein	260	EFAU004_02229.fasta	
	EFAU004_02230		2259510	1386	Ser/Thr protein phosphatase family protein	331	EFAU004_02230.fasta	
	EFAU004_02232	tadA	2261212	516	cytidine/deoxycytidylate deaminase family protein	148	EFAU004_02232.fasta	
	EFAU004_02233		2261834	858	Fis family transcriptional regulator	279	EFAU004_02233.fasta	
	EFAU004_02234		2262772	336	hypothetical protein	107	EFAU004_02234.fasta	
	EFAU004_02235	rsmF	2263174	1371	rRNA (cytosine-C(5)-)-methyltransferase	299	EFAU004_02235.fasta	
	EFAU004_02236		2264622	534	hypothetical protein	131	EFAU004_02236.fasta	
	EFAU004_02238		2267051	708	Zn-dependent protease	123	EFAU004_02238.fasta	
	EFAU004_02239	phnA	2267837	339	putative alkylphosphonate utilization operon protein PhnA	78	EFAU004_02239.fasta	
	EFAU004_02240		2268286	963	DHHA1 domain protein	206	EFAU004_02240.fasta	
	EFAU004_02241		2269263	1332	DRTGG domain-containing protein	233	EFAU004_02241.fasta	
	EFAU004_02242		2270602	681	metallo-beta-lactamase domain-containing protein	127	EFAU004_02242.fasta	
	EFAU004_02243		2271501	477	putative YbaK/ebsC protein	160	EFAU004_02243.fasta	
	EFAU004_02244		2272107	1680	Ribonuclease J 2	325	EFAU004_02244.fasta	
	EFAU004_02245		2274334	1503	permease	333	EFAU004_02245.fasta	
	EFAU004_02246		2275849	663	ABC transporter ATP-binding protein	184	EFAU004_02246.fasta	
	EFAU004_02247		2276612	204	hypothetical protein	70	EFAU004_02247.fasta	
	EFAU004_02248		2276926	1185	beta-aspartyl peptidase	237	EFAU004_02248.fasta	
	EFAU004_02249		2278267	1740	C4-dicarboxylate anaerobic carrier	316	EFAU004_02249.fasta	
	EFAU004_02250		2280778	615	hypothetical protein	166	EFAU004_02250.fasta	
	EFAU004_02252		2282674	882	UTP--glucose-1-phosphate uridylyltransferase 2	232	EFAU004_02252.fasta	
	EFAU004_02253	gpsA	2283598	1020	glycerol-3-phosphate dehydrogenase	204	EFAU004_02253.fasta	
	EFAU004_02254		2285250	1005	SIS domain-containing protein	203	EFAU004_02254.fasta	
	EFAU004_02255		2286267	1050	SIS domain-containing protein	259	EFAU004_02255.fasta	
	EFAU004_02256		2287333	822	PTS system, mannose/fructose/sorbose-specific IID component	211	EFAU004_02256.fasta	
	EFAU004_02258		2288937	471	PTS system, mannose/fructose/sorbose-specific IIB component	94	EFAU004_02258.fasta	
	EFAU004_02259		2289419	420	PTS system, mannose/fructose/sorbose-specific IIA component	123	EFAU004_02259.fasta	
	EFAU004_02260		2289919	2769	transcriptional antiterminator bglG:Sigma-54 factor	467	EFAU004_02260.fasta	
	EFAU004_02261		2292887	225	hypothetical protein	44	EFAU004_02261.fasta	
	EFAU004_02262		2293889	1716	ABC transporter ATP-binding protein/permease	333	EFAU004_02262.fasta	
	EFAU004_02263		2295607	1764	ABC transporter ATP-binding protein/permease	295	EFAU004_02263.fasta	
	EFAU004_02264		2297410	537	membrane protein	137	EFAU004_02264.fasta	
	EFAU004_02265	mgsA	2298269	423	methylglyoxal synthase	115	EFAU004_02265.fasta	
	EFAU004_02266	msmK	2298900	1110	ABC transporter ATP-binding protein	192	EFAU004_02266.fasta	
	EFAU004_02267		2300133	630	hypothetical protein	173	EFAU004_02267.fasta	
	EFAU004_02268	rsmA	2301213	885	ribosomal RNA small subunit methyltransferase A	176	EFAU004_02268.fasta	
	EFAU004_02270		2302652	777	TatD family hydrolase	181	EFAU004_02270.fasta	
	EFAU004_02271		2303583	1323	amino acid permease family protein	270	EFAU004_02271.fasta	
	EFAU004_02273	metG	2306146	2010	methionyl-tRNA synthetase	316	EFAU004_02273.fasta	
	EFAU004_02274		2308423	279	hypothetical protein	67	EFAU004_02274.fasta	
	EFAU004_02275		2308798	822	NUDIX family hydrolase	147	EFAU004_02275.fasta	
	EFAU004_02276		2309904	1011	IS200/IS605 family transposase	298	EFAU004_02276.fasta	
	EFAU004_02278	oppD	2311869	1071	ABC transporter ATP-binding protein	205	EFAU004_02278.fasta	
	EFAU004_02279		2312945	1044	oligopeptide ABC transporter, permease protein OppC family protein	186	EFAU004_02279.fasta	
	EFAU004_02280		2313989	942	oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein	176	EFAU004_02280.fasta	
	EFAU004_02281		2315014	348	hypothetical protein	266	EFAU004_02281.fasta	
	EFAU004_02282		2315431	1662	oligopeptide ABC superfamily ATP binding cassette transporter, binding protein	296	EFAU004_02282.fasta	
	EFAU004_02288		2325723	816	family 3 extracellular solute-binding protein	204	EFAU004_02288.fasta	
	EFAU004_02289		2326556	636	putative glutamine ABC transporter ATP-binding protein	148	EFAU004_02289.fasta	
	EFAU004_02290		2327210	642	amino acid ABC transporter permease	107	EFAU004_02290.fasta	
	EFAU004_02291		2328331	486	YbaK/prolyl-tRNA synthetase-associated domain protein	157	EFAU004_02291.fasta	
	EFAU004_02296		2334103	243	hypothetical protein	60	EFAU004_02296.fasta	
	EFAU004_02297	upp	2334484	630	uracil phosphoribosyltransferase	112	EFAU004_02297.fasta	
	EFAU004_02298		2335247	948	alpha/beta hydrolase fold protein	205	EFAU004_02298.fasta	
	EFAU004_02299	glyA	2336347	1245	serine hydroxymethyltransferase	241	EFAU004_02299.fasta	
