Gene	Total_alleles	Valid_alleles	Number_representatives
GCF-000968155-protein3637	15	15	2
GCF-000968155-protein3805	19	19	1
GCF-000968155-protein4714	17	17	1
GCF-000968155-protein5211	15	15	1
GCF-000968155-protein869	15	15	1
GCF-001022035-protein5477	15	15	1
GCF-001022035-protein5883	16	16	1
GCF-001022035-protein6010	17	17	1
GCF-001022035-protein6021	17	17	1
GCF-001022035-protein6037	8	8	1
GCF-001022035-protein6049	16	16	1
GCF-001022035-protein6139	16	16	1
GCF-001022035-protein6154	14	14	1
GCF-001022035-protein6160	17	17	1
GCF-001022035-protein6172	16	16	1
GCF-001022035-protein6179	17	17	1
GCF-001022035-protein6187	18	18	1
GCF-001022035-protein6203	16	16	1
GCF-001022035-protein6230	18	18	1
GCF-001022035-protein6242	17	17	1
GCF-001022035-protein6248	17	17	1
GCF-001022035-protein6270	17	17	1
GCF-001022035-protein6312	15	15	1
GCF-001022035-protein6319	14	14	1
GCF-001022035-protein6323	15	15	1
GCF-001022035-protein6336	17	17	1
GCF-001022035-protein6378	13	13	1
GCF-001022035-protein6384	16	16	1
GCF-001022035-protein6398	16	16	1
GCF-001022035-protein6412	13	13	1
GCF-001022035-protein6416	15	15	1
GCF-001022035-protein6432	15	15	1
GCF-001022035-protein6454	15	15	1
GCF-001022035-protein6464	14	14	1
GCF-001022035-protein6475	16	16	1
GCF-001022035-protein6479	16	16	1
GCF-001022035-protein6487	17	17	1
GCF-001022035-protein6492	16	16	1
GCF-001022035-protein6498	17	17	1
GCF-001022035-protein6502	16	16	1
GCF-001022035-protein6522	17	17	1
GCF-001022035-protein6540	15	15	1
GCF-001022035-protein6573	12	12	1
GCF-001022035-protein6620	13	13	1
GCF-001022035-protein6664	11	11	1
GCF-001022035-protein6668	20	20	1
GCF-001022035-protein6700	18	18	1
GCF-001022035-protein6726	18	18	1
GCF-001022035-protein6759	16	16	1
GCF-001022035-protein6782	14	14	1
GCF-001022035-protein6795	19	19	1
GCF-001022035-protein6827	20	20	1
GCF-001022035-protein6835	17	17	2
GCF-001022035-protein6842	20	20	1
GCF-001022035-protein6858	18	18	1
GCF-001022035-protein6866	21	21	1
GCF-001022035-protein6902	20	20	1
GCF-001022035-protein6922	22	22	1
GCF-001022035-protein6927	21	21	1
GCF-001022035-protein6947	21	21	1
GCF-001022035-protein6969	20	20	1
GCF-001022035-protein6991	18	18	1
GCF-001022035-protein7020	18	18	1
GCF-001022035-protein7947	10	10	1
GCF-001022035-protein8628	18	18	1
GCF-001022035-protein9307	18	18	1
GCF-001022035-protein9501	15	15	1
GCF-001022175-protein1000	14	14	1
GCF-001022175-protein1018	15	15	1
GCF-001022175-protein1031	8	8	1
GCF-001022175-protein1043	15	15	1
GCF-001022175-protein1087	12	12	1
GCF-001022175-protein1096	9	9	1
GCF-001022175-protein1104	10	10	1
GCF-001022175-protein1116	13	13	1
GCF-001022175-protein1124	12	12	1
GCF-001022175-protein1140	10	10	1
GCF-001022175-protein1152	18	18	1
GCF-001022175-protein1188	5	5	1
GCF-001022175-protein119	10	10	1
GCF-001022175-protein1198	10	10	1
GCF-001022175-protein1201	15	15	1
GCF-001022175-protein1215	12	12	1
GCF-001022175-protein1223	7	7	1
GCF-001022175-protein1234	6	6	1
GCF-001022175-protein1236	8	8	1
GCF-001022175-protein1243	12	12	1
GCF-001022175-protein1252	15	15	1
GCF-001022175-protein1270	14	14	1
GCF-001022175-protein1284	14	14	1
GCF-001022175-protein1293	16	16	1
GCF-001022175-protein1319	14	14	1
GCF-001022175-protein1334	9	9	1
GCF-001022175-protein1340	9	9	1
GCF-001022175-protein1350	7	7	1
GCF-001022175-protein1356	13	13	1
GCF-001022175-protein1370	11	11	1
GCF-001022175-protein1404	15	15	1
GCF-001022175-protein1423	14	14	1
GCF-001022175-protein1430	16	16	1
GCF-001022175-protein1490	15	15	1
GCF-001022175-protein1501	14	14	1
GCF-001022175-protein153	13	13	1
GCF-001022175-protein1536	16	16	1
GCF-001022175-protein1553	14	14	1
GCF-001022175-protein1563	13	13	1
GCF-001022175-protein1571	7	7	1
GCF-001022175-protein1585	12	12	1
GCF-001022175-protein1604	14	14	1
GCF-001022175-protein1616	10	10	1
GCF-001022175-protein1640	10	10	1
GCF-001022175-protein1646	12	12	1
GCF-001022175-protein1668	9	9	1
GCF-001022175-protein1682	17	17	1
GCF-001022175-protein1690	11	11	1
GCF-001022175-protein1694	10	10	1
GCF-001022175-protein170	12	12	1
GCF-001022175-protein1713	15	15	1
GCF-001022175-protein1751	12	12	1
GCF-001022175-protein1766	13	13	1
GCF-001022175-protein1777	12	12	1
GCF-001022175-protein1798	8	8	1
GCF-001022175-protein1801	4	4	1
GCF-001022175-protein1809	15	15	1
GCF-001022175-protein1817	10	10	1
GCF-001022175-protein1824	13	13	1
GCF-001022175-protein1835	13	13	1
GCF-001022175-protein1845	17	17	1
GCF-001022175-protein1864	13	13	1
GCF-001022175-protein1870	10	10	1
GCF-001022175-protein1881	15	15	1
GCF-001022175-protein1888	7	7	1
GCF-001022175-protein1890	13	13	2
GCF-001022175-protein1915	11	11	1
GCF-001022175-protein1918	7	7	1
GCF-001022175-protein1923	9	9	1
GCF-001022175-protein194	6	6	1
GCF-001022175-protein1953	5	5	1
GCF-001022175-protein1956	15	15	1
GCF-001022175-protein1962	10	10	1
GCF-001022175-protein1975	15	15	1
GCF-001022175-protein1982	6	6	1
GCF-001022175-protein1984	16	16	1
GCF-001022175-protein2	13	13	1
GCF-001022175-protein2001	11	11	1
GCF-001022175-protein2025	12	12	1
GCF-001022175-protein205	4	4	1
GCF-001022175-protein2052	11	11	1
GCF-001022175-protein209	14	14	1
GCF-001022175-protein2123	17	17	1
GCF-001022175-protein2147	18	18	1
GCF-001022175-protein2172	16	16	1
GCF-001022175-protein2184	7	7	1
GCF-001022175-protein2187	2	2	1
GCF-001022175-protein2188	7	7	1
GCF-001022175-protein2197	15	15	1
GCF-001022175-protein2219	9	9	1
GCF-001022175-protein2224	13	13	1
GCF-001022175-protein2236	15	15	1
GCF-001022175-protein2245	8	8	1
GCF-001022175-protein225	11	11	1
GCF-001022175-protein2260	14	14	1
GCF-001022175-protein2276	3	3	1
GCF-001022175-protein2277	2	2	1
GCF-001022175-protein229	10	10	1
GCF-001022175-protein2296	13	13	1
GCF-001022175-protein2303	8	8	1
GCF-001022175-protein2333	8	8	1
GCF-001022175-protein2335	4	4	1
GCF-001022175-protein2346	6	6	1
GCF-001022175-protein235	11	11	1
GCF-001022175-protein2357	7	7	1
GCF-001022175-protein2365	11	11	1
GCF-001022175-protein2382	16	16	1
GCF-001022175-protein2396	14	14	1
GCF-001022175-protein2419	2	2	1
GCF-001022175-protein2424	4	4	1
GCF-001022175-protein2430	2	2	1
GCF-001022175-protein2433	2	2	1
GCF-001022175-protein2438	6	6	1
GCF-001022175-protein2447	13	13	1
GCF-001022175-protein2466	3	3	2
GCF-001022175-protein2473	5	5	1
GCF-001022175-protein2477	14	14	1
GCF-001022175-protein2486	6	6	1
GCF-001022175-protein2491	4	4	1
GCF-001022175-protein2493	2	2	1
GCF-001022175-protein2495	6	6	1
GCF-001022175-protein2512	10	10	1
GCF-001022175-protein2515	6	6	1
GCF-001022175-protein2520	6	6	1
GCF-001022175-protein2521	4	4	1
GCF-001022175-protein2527	1	1	1
GCF-001022175-protein253	16	16	1
GCF-001022175-protein2538	4	4	1
GCF-001022175-protein2542	11	11	1
GCF-001022175-protein2549	2	2	1
GCF-001022175-protein2550	16	16	1
GCF-001022175-protein2557	4	4	1
GCF-001022175-protein2559	6	6	1
GCF-001022175-protein2565	5	5	1
GCF-001022175-protein2568	15	15	1
GCF-001022175-protein2588	3	3	1
GCF-001022175-protein2593	8	8	1
GCF-001022175-protein2598	4	4	1
GCF-001022175-protein2601	8	8	1
GCF-001022175-protein261	13	13	1
GCF-001022175-protein2624	11	11	1
GCF-001022175-protein2637	15	15	1
GCF-001022175-protein2694	9	9	1
GCF-001022175-protein2703	8	8	1
GCF-001022175-protein2717	7	7	1
GCF-001022175-protein2722	7	7	1
GCF-001022175-protein2737	13	13	1
GCF-001022175-protein2745	13	13	1
GCF-001022175-protein2771	10	10	1
GCF-001022175-protein2776	10	10	1
GCF-001022175-protein28	11	11	1
GCF-001022175-protein2805	11	11	1
GCF-001022175-protein2813	16	16	1
GCF-001022175-protein2831	11	11	1
GCF-001022175-protein285	10	10	1
GCF-001022175-protein2871	11	11	1
GCF-001022175-protein2883	14	14	1
GCF-001022175-protein2898	11	11	1
GCF-001022175-protein2910	14	14	1
GCF-001022175-protein2918	14	14	1
GCF-001022175-protein2933	11	11	1
GCF-001022175-protein2960	6	6	1
GCF-001022175-protein2963	13	13	1
GCF-001022175-protein2987	11	11	1
GCF-001022175-protein3	14	14	1
GCF-001022175-protein3013	13	13	1
GCF-001022175-protein3018	12	12	1
GCF-001022175-protein3035	13	13	1
GCF-001022175-protein3054	5	5	1
GCF-001022175-protein3061	9	9	1
GCF-001022175-protein3087	9	9	1
GCF-001022175-protein31	7	7	1
GCF-001022175-protein3103	9	9	1
GCF-001022175-protein3111	5	5	1
GCF-001022175-protein3128	11	11	1
GCF-001022175-protein3142	8	8	1
GCF-001022175-protein3146	15	15	1
GCF-001022175-protein3166	13	13	1
GCF-001022175-protein3213	12	12	1
GCF-001022175-protein322	13	13	1
GCF-001022175-protein324	6	6	1
GCF-001022175-protein3245	12	12	1
GCF-001022175-protein3258	5	5	1
GCF-001022175-protein3267	14	14	1
GCF-001022175-protein3289	7	7	1
GCF-001022175-protein3297	4	4	1
GCF-001022175-protein3300	12	12	1
GCF-001022175-protein3306	6	6	1
GCF-001022175-protein3365	11	11	1
GCF-001022175-protein3371	11	11	1
GCF-001022175-protein3375	7	7	1
GCF-001022175-protein3382	7	7	1
GCF-001022175-protein3388	9	9	1
GCF-001022175-protein34	12	12	1
GCF-001022175-protein3412	16	16	1
GCF-001022175-protein3421	13	13	1
GCF-001022175-protein343	11	11	1
GCF-001022175-protein3447	14	14	1
GCF-001022175-protein3458	10	10	1
GCF-001022175-protein3463	7	7	1
GCF-001022175-protein3470	4	4	1
GCF-001022175-protein3479	10	10	1
GCF-001022175-protein3488	13	13	1
GCF-001022175-protein3499	7	7	1
GCF-001022175-protein3504	15	15	1
GCF-001022175-protein3512	8	8	1
GCF-001022175-protein3514	9	9	1
GCF-001022175-protein353	14	14	1
GCF-001022175-protein3541	16	16	1
GCF-001022175-protein3560	15	15	1
GCF-001022175-protein358	11	11	1
GCF-001022175-protein3584	18	18	1
GCF-001022175-protein3602	18	18	1
GCF-001022175-protein362	2	2	1
GCF-001022175-protein3622	20	20	1
GCF-001022175-protein3633	18	18	1
GCF-001022175-protein37	10	10	1
GCF-001022175-protein3723	12	12	1
GCF-001022175-protein3759	12	12	1
GCF-001022175-protein3762	4	4	1
GCF-001022175-protein377	11	11	1
GCF-001022175-protein3776	14	14	1
GCF-001022175-protein3794	19	19	1
GCF-001022175-protein3809	19	19	1
GCF-001022175-protein3830	5	5	1
GCF-001022175-protein3834	13	13	1
GCF-001022175-protein3857	3	3	1
GCF-001022175-protein3858	9	9	1
GCF-001022175-protein3866	16	16	1
GCF-001022175-protein39	3	3	1
GCF-001022175-protein393	13	13	1
GCF-001022175-protein3968	9	9	1
GCF-001022175-protein399	3	3	1
GCF-001022175-protein3995	13	13	1
GCF-001022175-protein4	3	3	1
GCF-001022175-protein4001	4	4	1
GCF-001022175-protein401	15	15	1
GCF-001022175-protein4021	15	15	1
GCF-001022175-protein4030	16	16	1
GCF-001022175-protein4036	3	3	1
GCF-001022175-protein4042	9	9	1
GCF-001022175-protein4053	2	2	1
GCF-001022175-protein4062	12	12	1
GCF-001022175-protein407	10	10	1
GCF-001022175-protein4094	1	1	1
GCF-001022175-protein4097	12	12	1
GCF-001022175-protein4131	16	16	1
GCF-001022175-protein415	13	13	1
GCF-001022175-protein4182	13	13	1
GCF-001022175-protein4204	16	16	1
GCF-001022175-protein4229	8	8	1
GCF-001022175-protein4244	11	11	1
GCF-001022175-protein4253	11	11	1
GCF-001022175-protein426	15	15	1
GCF-001022175-protein4285	6	6	1
GCF-001022175-protein430	8	8	1
GCF-001022175-protein4309	14	14	1
GCF-001022175-protein438	14	14	1
GCF-001022175-protein4395	14	14	1
GCF-001022175-protein4515	16	16	1
GCF-001022175-protein4535	15	15	1
GCF-001022175-protein4566	12	12	1
GCF-001022175-protein4592	6	6	1
GCF-001022175-protein46	4	4	1
GCF-001022175-protein4610	8	8	1
GCF-001022175-protein4628	8	8	1
GCF-001022175-protein4635	15	15	1
GCF-001022175-protein465	12	12	1
GCF-001022175-protein4668	13	13	1
GCF-001022175-protein468	6	6	1
GCF-001022175-protein4682	15	15	1
GCF-001022175-protein4699	6	6	1
GCF-001022175-protein4706	12	12	1
GCF-001022175-protein4721	14	14	1
GCF-001022175-protein4749	12	12	1
GCF-001022175-protein4759	15	15	1
GCF-001022175-protein4780	10	10	1
GCF-001022175-protein479	13	13	1
GCF-001022175-protein488	14	14	1
GCF-001022175-protein4896	13	13	1
GCF-001022175-protein4909	12	12	1
GCF-001022175-protein501	6	6	1
GCF-001022175-protein515	14	14	1
GCF-001022175-protein524	7	7	1
GCF-001022175-protein526	6	6	1
GCF-001022175-protein532	12	12	1
GCF-001022175-protein56	10	10	1
GCF-001022175-protein570	12	12	1
GCF-001022175-protein580	11	11	1
GCF-001022175-protein592	6	6	1
GCF-001022175-protein594	13	13	1
GCF-001022175-protein612	6	6	1
GCF-001022175-protein634	15	15	1
GCF-001022175-protein666	15	15	1
GCF-001022175-protein678	11	11	1
GCF-001022175-protein719	7	7	1
GCF-001022175-protein730	11	11	1
GCF-001022175-protein736	12	12	1
GCF-001022175-protein747	17	17	1
GCF-001022175-protein839	13	13	1
GCF-001022175-protein860	9	9	1
GCF-001022175-protein866	10	10	1
GCF-001022175-protein869	6	6	1
GCF-001022175-protein88	6	6	1
GCF-001022175-protein890	11	11	1
GCF-001022175-protein908	16	16	1
GCF-001022175-protein92	11	11	1
GCF-001022175-protein93	15	15	1
GCF-001022175-protein943	10	10	1
GCF-001022175-protein958	8	8	1
GCF-001022175-protein962	13	13	1
GCF-001022175-protein975	10	10	1
GCF-001022175-protein987	11	11	1
GCF-001022175-protein994	12	12	1
GCF-001022235-protein10061	20	20	1
GCF-001022235-protein10137	14	14	1
GCF-001022235-protein10190	14	14	1
GCF-001022235-protein10262	13	13	1
GCF-001022235-protein10371	10	10	1
GCF-001022235-protein10394	13	13	1
GCF-001022235-protein10528	3	3	1
GCF-001022235-protein10547	12	12	1
GCF-001022235-protein5566	5	5	1
GCF-001022235-protein5638	9	9	1
GCF-001022235-protein5711	11	11	1
GCF-001022235-protein5762	15	15	1
GCF-001022235-protein5985	6	6	1
GCF-001022235-protein6054	18	18	1
GCF-001022235-protein6491	9	9	1
GCF-001022235-protein6562	5	5	1
GCF-001022235-protein6592	12	12	1
GCF-001022235-protein6659	12	12	1
GCF-001022235-protein6670	15	15	1
GCF-001022235-protein6724	7	7	1
GCF-001022235-protein6738	14	14	1
GCF-001022235-protein6801	16	16	1
GCF-001022235-protein6829	11	11	1
GCF-001022235-protein6895	6	6	1
GCF-001022235-protein6898	11	11	1
GCF-001022235-protein6908	4	4	1
GCF-001022235-protein6910	9	9	1
GCF-001022235-protein6962	14	14	1
GCF-001022235-protein7055	8	8	1
GCF-001022235-protein7061	10	10	1
GCF-001022235-protein7149	16	16	1
GCF-001022235-protein7312	6	6	1
GCF-001022235-protein7461	13	13	1
GCF-001022235-protein7491	16	16	1
GCF-001022235-protein7622	15	15	1
GCF-001022235-protein7717	12	12	1
GCF-001022235-protein8053	13	13	1
GCF-001022235-protein8106	15	15	1
GCF-001022235-protein8261	12	12	1
GCF-001022235-protein8354	16	16	1
GCF-001022235-protein8475	9	9	1
GCF-001022235-protein8525	13	13	1
GCF-001022235-protein8906	11	11	1
GCF-001022235-protein8934	16	16	1
GCF-001022235-protein9096	7	7	1
GCF-001022235-protein9191	15	15	1
GCF-001022235-protein9339	17	17	1
GCF-001022235-protein9420	14	14	1
GCF-001022235-protein9704	13	13	1
GCF-001022235-protein9734	16	16	1
GCF-001022235-protein9805	12	12	1
GCF-001022235-protein9860	15	15	1
GCF-001307175-protein130	8	8	1
GCF-001307175-protein134	12	12	1
GCF-001307175-protein145	19	19	1
GCF-001307175-protein263	6	6	1
GCF-001307175-protein2736	7	7	1
GCF-001307175-protein3133	16	16	1
GCF-001307175-protein3246	16	16	1
GCF-001307175-protein3583	16	16	1
GCF-001307175-protein3969	17	17	1
GCF-001307175-protein4383	12	12	1
GCF-001307175-protein4649	11	11	1
GCF-001307175-protein4912	18	18	1
GCF-001307175-protein604	6	6	1
GCF-001307175-protein635	8	8	1
GCF-001307175-protein702	11	11	1
GCF-001307175-protein854	12	12	1
GCF-001455995-protein5344	17	17	1
GCF-001455995-protein7646	16	16	1
GCF-001455995-protein8051	13	13	1
GCF-001455995-protein8620	20	20	1
GCF-001455995-protein9081	10	10	1
GCF-001455995-protein9942	15	15	1
GCF-001456055-protein1059	19	19	1
GCF-001456055-protein1134	13	13	1
GCF-001456055-protein116	15	15	1
GCF-001456055-protein136	13	13	1
GCF-001456055-protein1419	7	7	1
GCF-001456055-protein145	8	8	1
GCF-001456055-protein1518	13	13	1
GCF-001456055-protein1631	8	8	1
GCF-001456055-protein1652	11	11	1
GCF-001456055-protein173	14	14	1
GCF-001456055-protein1796	15	15	1
GCF-001456055-protein1860	9	9	1
GCF-001456055-protein1881	15	15	1
GCF-001456055-protein1941	16	16	1
GCF-001456055-protein2160	8	8	1
GCF-001456055-protein2218	17	17	1
GCF-001456055-protein2251	8	8	1
GCF-001456055-protein228	15	15	1
GCF-001456055-protein2356	14	14	1
GCF-001456055-protein2398	8	8	1
GCF-001456055-protein2455	10	10	1
GCF-001456055-protein2482	12	12	1
GCF-001456055-protein2574	10	10	1
GCF-001456055-protein2602	15	15	1
GCF-001456055-protein2647	14	14	1
GCF-001456055-protein2711	19	19	1
GCF-001456055-protein2845	15	15	1
GCF-001456055-protein2919	10	10	1
GCF-001456055-protein302	7	7	1
GCF-001456055-protein3027	16	16	1
GCF-001456055-protein3181	9	9	1
GCF-001456055-protein3277	12	12	1
GCF-001456055-protein3357	16	16	1
GCF-001456055-protein3444	12	12	1
GCF-001456055-protein3596	14	14	1
GCF-001456055-protein3623	12	12	1
GCF-001456055-protein3740	14	14	1
GCF-001456055-protein4003	14	14	1
GCF-001456055-protein4068	16	16	1
GCF-001456055-protein423	13	13	2
GCF-001456055-protein4296	14	14	1
GCF-001456055-protein4383	15	15	1
GCF-001456055-protein4506	5	5	1
GCF-001456055-protein451	9	9	1
GCF-001456055-protein4657	12	12	1
GCF-001456055-protein4698	6	6	1
GCF-001456055-protein4758	12	12	1
GCF-001456055-protein4830	16	16	1
GCF-001456055-protein505	14	14	1
GCF-001456055-protein553	10	10	1
GCF-001456055-protein776	15	15	1
GCF-001456055-protein827	8	8	1
GCF-001456055-protein9	17	17	1
GCF-001456055-protein945	15	15	1
GCF-001456135-protein1109	13	13	1
GCF-001456135-protein1152	9	9	1
GCF-001456135-protein1381	12	12	1
GCF-001456135-protein1852	12	12	1
GCF-001456135-protein1946	11	11	1
GCF-001456135-protein2106	16	16	1
GCF-001456135-protein2288	14	14	1
GCF-001456135-protein2412	16	16	1
GCF-001456135-protein2653	15	15	1
GCF-001456135-protein3026	11	11	1
GCF-001456135-protein3740	18	18	1
GCF-001456135-protein4174	15	15	1
GCF-001456135-protein4264	14	14	1
GCF-001456135-protein4335	14	14	1
GCF-001456135-protein4416	15	15	1
GCF-001456135-protein4764	17	17	1
GCF-001456135-protein505	13	13	1
GCF-001456135-protein744	9	9	1
GCF-001456135-protein882	15	15	1
GCF-001456135-protein930	15	15	1
GCF-001482345-protein10055	14	14	1
GCF-001482345-protein10157	18	18	1
GCF-001482345-protein5678	13	13	1
GCF-001482345-protein5906	15	15	1
GCF-001482345-protein6344	11	11	1
GCF-001482345-protein6498	8	8	1
GCF-001482345-protein6539	16	16	1
GCF-001482345-protein6844	15	15	1
GCF-001482345-protein7562	11	11	1
GCF-001482345-protein7578	6	6	1
GCF-001482345-protein7683	14	14	1
GCF-001482345-protein7972	12	12	1
GCF-001482345-protein8138	13	13	1
GCF-001482345-protein8356	19	19	1
GCF-001482345-protein8469	21	21	1
GCF-001482345-protein8844	16	16	1
GCF-001482345-protein9529	13	13	1
GCF-001482345-protein9723	18	18	1
GCF-001482345-protein9801	14	14	1
GCF-001482345-protein9889	14	14	1
GCF-001548315-protein1083	15	15	1
GCF-001548315-protein1261	13	13	1
GCF-001548315-protein1364	10	10	1
GCF-001548315-protein1373	12	12	1
GCF-001548315-protein1456	15	15	1
GCF-001548315-protein1622	19	19	1
GCF-001548315-protein1836	21	21	1
GCF-001548315-protein1943	16	16	2
GCF-001548315-protein1977	17	17	1
GCF-001548315-protein2168	14	14	1
GCF-001548315-protein2288	18	18	1
GCF-001548315-protein2563	15	15	1
GCF-001548315-protein2716	15	15	1
GCF-001548315-protein2759	10	10	1
GCF-001548315-protein2880	17	17	1
GCF-001548315-protein2959	12	12	1
GCF-001548315-protein3231	12	12	1
GCF-001548315-protein342	13	13	1
GCF-001548315-protein3539	12	12	1
GCF-001548315-protein3626	13	13	1
GCF-001548315-protein3786	7	7	1
GCF-001548315-protein3836	14	14	1
GCF-001548315-protein3957	15	15	1
GCF-001548315-protein4124	9	9	1
GCF-001548315-protein4231	15	15	1
GCF-001548315-protein4415	10	10	1
GCF-001548315-protein4626	11	11	1
GCF-001548315-protein467	14	14	1
GCF-001548315-protein519	4	4	1
GCF-001548315-protein527	16	16	1
GCF-001548315-protein759	10	10	1
GCF-001548315-protein8	16	16	2
GCF-001548315-protein95	4	4	1
GCF-001644765-protein10028	12	12	1
GCF-001644765-protein10035	15	15	1
GCF-001644765-protein10085	16	16	1
GCF-001644765-protein10156	13	13	1
GCF-001644765-protein5115	14	14	1
GCF-001644765-protein5152	11	11	1
GCF-001644765-protein5154	15	15	1
GCF-001644765-protein5217	8	8	1
GCF-001644765-protein5316	13	13	1
GCF-001644765-protein5417	3	3	1
GCF-001644765-protein5445	13	13	1
GCF-001644765-protein5479	14	14	1
GCF-001644765-protein5493	15	15	1
GCF-001644765-protein5558	17	17	1
GCF-001644765-protein5613	16	16	1
GCF-001644765-protein5719	16	16	1
GCF-001644765-protein5765	10	10	1
GCF-001644765-protein5779	11	11	1
GCF-001644765-protein5807	12	12	1
GCF-001644765-protein5855	12	12	1
GCF-001644765-protein5883	11	11	1
GCF-001644765-protein5921	15	15	1
GCF-001644765-protein5973	13	13	1
GCF-001644765-protein6004	12	12	1
GCF-001644765-protein6070	4	4	1
GCF-001644765-protein6089	14	14	1
GCF-001644765-protein6189	14	14	1
GCF-001644765-protein6280	14	14	1
GCF-001644765-protein6350	6	6	1
GCF-001644765-protein6397	14	14	1
GCF-001644765-protein6453	16	16	1
GCF-001644765-protein6478	18	18	1
GCF-001644765-protein6499	17	17	1
GCF-001644765-protein6618	14	14	1
GCF-001644765-protein6630	19	19	1
GCF-001644765-protein6748	10	10	1
GCF-001644765-protein6791	15	15	1
GCF-001644765-protein6829	11	11	1
GCF-001644765-protein6855	19	19	1
GCF-001644765-protein6882	18	18	1
GCF-001644765-protein6938	18	18	1
GCF-001644765-protein6992	9	9	1
GCF-001644765-protein7021	16	16	1
GCF-001644765-protein7074	17	17	1
GCF-001644765-protein7156	14	14	1
GCF-001644765-protein7168	16	16	1
GCF-001644765-protein7223	10	10	1
GCF-001644765-protein7239	17	17	1
GCF-001644765-protein7293	9	9	1
GCF-001644765-protein7344	16	16	1
GCF-001644765-protein7436	15	15	1
GCF-001644765-protein7569	9	9	1
GCF-001644765-protein7625	14	14	1
GCF-001644765-protein7718	17	17	1
GCF-001644765-protein7890	14	14	1
GCF-001644765-protein7943	15	15	1
GCF-001644765-protein8003	13	13	1
GCF-001644765-protein8029	16	16	1
GCF-001644765-protein8096	14	14	1
GCF-001644765-protein8156	3	3	1
GCF-001644765-protein8179	10	10	1
GCF-001644765-protein8206	16	16	1
GCF-001644765-protein8247	13	13	1
GCF-001644765-protein8308	7	7	1
GCF-001644765-protein8330	14	14	1
GCF-001644765-protein8403	11	11	1
GCF-001644765-protein8420	15	15	1
GCF-001644765-protein8483	10	10	1
GCF-001644765-protein8538	14	14	1
GCF-001644765-protein8591	14	14	1
GCF-001644765-protein8658	16	16	1
GCF-001644765-protein8728	7	7	1
GCF-001644765-protein8802	14	14	1
GCF-001644765-protein8830	15	15	1
GCF-001644765-protein8860	13	13	1
GCF-001644765-protein8935	11	11	1
GCF-001644765-protein8981	13	13	1
GCF-001644765-protein9019	15	15	1
GCF-001644765-protein9100	17	17	1
GCF-001644765-protein9156	12	12	1
GCF-001644765-protein9224	9	9	1
GCF-001644765-protein9251	10	10	1
GCF-001644765-protein9295	15	15	1
GCF-001644765-protein9322	11	11	1
GCF-001644765-protein9335	8	8	1
GCF-001644765-protein9441	14	14	1
GCF-001644765-protein9472	16	16	1
GCF-001644765-protein9544	11	11	1
GCF-001644765-protein9597	16	16	1
GCF-001644765-protein9660	15	15	1
GCF-001644765-protein9720	16	16	1
GCF-001644765-protein9870	15	15	1
GCF-001644765-protein9933	6	6	1
GCF-001644765-protein9952	12	12	1
GCF-001644765-protein9989	17	17	1
GCF-001646625-protein2475	12	12	1
GCF-001646625-protein3531	13	13	1
GCF-001646625-protein4784	21	21	1
GCF-000364385-protein1298	16	16	1
GCF-000364385-protein1403	15	15	1
GCF-000364385-protein1483	17	17	1
GCF-000364385-protein1627	16	16	1
GCF-000364385-protein1742	14	14	1
GCF-000364385-protein1909	15	15	1
GCF-000364385-protein203	11	11	1
GCF-000364385-protein2266	17	17	1
GCF-000364385-protein2491	15	15	1
GCF-000364385-protein2634	13	13	1
GCF-000364385-protein2776	16	16	1
GCF-000364385-protein3033	14	14	1
GCF-000364385-protein3063	9	9	1
GCF-000364385-protein3219	17	17	1
GCF-000364385-protein3396	23	23	1
GCF-000364385-protein3663	16	16	1
GCF-000364385-protein3786	14	14	1
GCF-000364385-protein391	16	16	1
GCF-000364385-protein4050	10	10	1
GCF-000364385-protein4119	14	14	1
GCF-000364385-protein4241	11	11	1
GCF-000364385-protein4415	11	11	1
GCF-000364385-protein4548	10	10	1
GCF-000364385-protein4819	15	15	1
GCF-000364385-protein4916	16	16	1
GCF-000364385-protein512	15	15	1
GCF-000364385-protein698	13	13	1
GCF-000364385-protein72	5	5	1
GCF-000364385-protein738	9	9	1
GCF-000364385-protein813	7	7	1
GCF-000364385-protein824	11	11	1
GCF-000364385-protein936	12	12	1
GCF-000739495-protein5767	15	15	1
GCF-000739495-protein8625	15	15	1
GCF-000739495-protein9083	8	8	1
GCF-000764615-protein1227	16	16	1
GCF-000764615-protein2839	11	11	1
GCF-000764615-protein3666	17	17	1
GCF-000775955-protein10118	14	14	1
GCF-000775955-protein10235	17	17	1
GCF-000775955-protein5700	9	9	1
GCF-000775955-protein6026	14	14	1
GCF-000775955-protein6949	19	19	1
GCF-000775955-protein7108	18	18	1
GCF-000775955-protein7575	20	20	1
GCF-000775955-protein8927	5	5	1
GCF-000775955-protein9342	14	14	1
GCF-000775955-protein9737	13	13	1
GCF-000807395-protein1023	12	12	1
GCF-000807395-protein1038	14	14	1
GCF-000807395-protein1052	8	8	1
GCF-000807395-protein1054	12	12	1
GCF-000807395-protein1069	16	16	1
GCF-000807395-protein1073	18	18	1
GCF-000807395-protein1091	12	12	1
GCF-000807395-protein1097	13	13	1
GCF-000807395-protein1109	16	16	1
GCF-000807395-protein113	18	18	1
GCF-000807395-protein1145	10	10	1
GCF-000807395-protein1154	10	10	1
GCF-000807395-protein1166	15	15	1
